Product_ID,Unit_Cost,Unit_Price,category_id
1022,479.58,909.88,1
1021,1222.4,1464.71,4
1070,866.42,878.43,2
1001,666.84,682.24,1
1005,1861.2,2075.35,3
1012,1185.5,1271.45,4
1090,1130.6,1466.1799999999998,4
1046,320.73,678.04,1
1034,137.47,234.63,1
1049,558.7,1004.08,4
1078,902.38,1128.91,3
1090,2183.37,2263.36,3
1045,2577.08,2961.56,2
1027,745.93,1143.02,1
1073,2152.68,2475.93,3
1026,1741.66,2169.86,2
1047,957.95,1329.26,3
1086,83.86,526.14,1
1056,2361.74,2584.35,2
1094,3443.98,3820.3,2
1063,1170.07,1669.9499999999998,2
1048,702.44,1067.66,3
1061,4440.86,4506.81,1
1081,1411.37,1675.35,2
1026,1156.88,1454.68,4
1036,4292.63,4387.99,1
1001,4094.68,4576.5,4
1008,2269.32,2365.3500000000004,4
1099,2471.73,2568.73,2
1052,1127.86,1586.29,2
1079,437.59,675.54,3
1047,2888.49,2929.45,3
1056,536.81,839.92,3
1086,2273.91,2578.8,1
1014,4705.46,4747.07,3
1090,4766.53,5253.07,4
1028,1234.69,1511.26,3
1087,3139.36,3423.6600000000003,2
1078,2396.68,2661.54,3
1088,4384.64,4693.900000000001,1
1002,1393.58,1533.09,1
1026,68.33,219.08,4
1014,854.68,1115.24,1
1059,1780.14,2185.42,3
1056,1612.82,1647.25,2
1007,3967.25,4272.92,1
1003,3418.78,3824.1,4
1023,1532.8,1619.69,3
1018,2315.83,2333.19,4
1038,523.02,686.25,1
1099,4495.82,4794.009999999999,1
1015,4680.35,4758.110000000001,4
1064,4900.03,5118.83,3
1089,4349.34,4629.9800000000005,1
1028,911.11,1214.56,2
1074,278.67,423.13,1
1039,2919.0,3125.01,3
1057,4567.39,4958.780000000001,1
1017,927.89,1399.09,4
1086,84.86,517.18,1
1090,4037.21,4323.71,1
1044,430.14,641.18,3
1025,2097.84,2270.99,4
1017,3410.49,3481.72,3
1013,1222.15,1284.36,1
1084,465.61,812.9100000000001,2
1025,3861.61,3998.91,1
1068,3169.37,3304.15,3
1010,4943.03,5442.15,2
1067,1754.32,1856.4,3
1018,355.72,438.27,3
1100,3685.03,3743.39,4
1086,2632.58,2926.68,2
